up_count,down_count,ngram,total_count,polar_score,polarity
12,27, 주택/NNG;수요/NNG;늘/VV,39,0.6453454255730003,Dovish
8,24,학원/NNG,32,0.4840090691797502,Dovish
35,77, 경기장/NNG,112,0.6600123670632958,Dovish
26,55, 부대시설/NNG,81,0.6864128617458277,Dovish
13,25, 제과점/NNG,38,0.7550541479204105,Dovish
3,16, 배합/NNG,19,0.27225510141360953,Dovish
5,13, 호조/NNG;하락/NNG;압력/NNG,18,0.5584720028997119,Dovish
63,128, 지표/NNG;악화/NNG,191,0.7146696412107251,Dovish
296,619,공화당/NNG,915,0.694345805220708,Dovish
3,19, 하락/NNG;내수/NNG;부진/NNG,22,0.229267453821987,Dovish
157,317,예산안/NNG,474,0.7191428125667582,Dovish
2,28, 긴급복지지원/NNG,30,0.10371622910994649,Dovish
31,81,린/NNG,112,0.5557141164656392,Dovish
5,13, 북적이/VV,18,0.5584720028997119,Dovish
4,16, 최고가/NNG;넘/VV,20,0.36300680188481266,Dovish
5,14, 술집/NNG,19,0.5185811455497324,Dovish
7,15, 자축/NNG,22,0.6776126968516504,Dovish
16,44, 신학기/NNG,60,0.5280098936506367,Dovish
24,47,스스로/NNG,71,0.7414607017221707,Dovish
27,57, 성장/NNG;잠재력/NNG;높/VV,84,0.6878023614659609,Dovish
42,89, 지표/NNG;금리/NNG;오르/VV,131,0.6852263226589722,Dovish
2,17,환호/NNG,19,0.17082673029873535,Dovish
3,13, 이전가격/NNG,16,0.33508320173982714,Dovish
10,27,찬성/NNG,37,0.5377878546441669,Dovish
19,50, 키운다는/VV,69,0.5517703388649153,Dovish
8,16, 목표관리/NNG,24,0.7260136037696253,Dovish
35,72,연도/NNG,107,0.7058465592204692,Dovish
12,34, 샐러리맨/NNG,46,0.5124801908962061,Dovish
8,19, 수익/NNG;내/VV;쉽/VA;않/VX,27,0.6113798768586319,Dovish
10,24, 뜸해지/VA,34,0.6050113364746877,Dovish
40,84,이튿날/NNG,124,0.6914415273996433,Dovish
27,52, 천수답/NNG,79,0.7539372039146109,Dovish
9,26, 중대형주/NNG,35,0.5026248026097407,Dovish
50,100, 제로성장/NNG,150,0.7260136037696254,Dovish
5,28, 난방유/NNG;수요/NNG;증가/NNG,33,0.2592905727748662,Dovish
27,56,용석/NNG,83,0.7000845464921388,Dovish
10,36,고배당주/NNG,46,0.4033408909831252,Dovish
4,14, 카피/NNG,18,0.41486491643978596,Dovish
15,46,시정/NNG,61,0.4734871328932339,Dovish
139,275,저물가/NNG,414,0.7339337521743848,Dovish
4,13, 경제/NNG;성장률/NNG;전망/NNG;떨어/VV,17,0.44677760231976943,Dovish
5,11, 경제/NNG;펀더멘털/NNG;강하/VA,16,0.6600123670632958,Dovish
11,25, 위기감/NNG;확산/NNG,36,0.6388919713172704,Dovish
13,47,곳곳/NNG,60,0.40162454676617576,Dovish
6,22, 침체/NNG;경기/NNG;침체/NNG,28,0.3960074202379775,Dovish
28,60,약속/NNG,88,0.6776126968516504,Dovish
60,117,역할/NNG,177,0.7446293371996158,Dovish
